211	1	В Шереметьево задержали священника с кокаином в желудке.	В «Шереметьево» задержали колумбийского священника с кокаином в желудке.	217
149	0	В Алжире нашли тела еще 25 убитых заложников.	В Алжире нашли тела 25 заложников.	290
2311	0	КНДР и Южная Корея начали переговоры на границе.	КНДР и Южная Корея начали рабочие переговоры.	2135
2114	0	Прогульщики устроили взрыв в дагестанской гимназии.	В Дагестане двое прогульщиков устроили взрыв в школе.	1962
230	1	В Бенгази обстреляли автомобиль консула Италии.	Машину консула Италии обстреляли в Бенгази.	236
3708	0	Василий Бархатов возглавит оперную труппу Михайловского театра.	Василий Бархатов перешел в Михайловский театр.	2903
7147	0	"Инвестиции в проект ""Владивосток СПГ"" составят 13,5 млрд долл."	«Газпром» вложит в дальневосточный СПГ-завод 13,5 миллиарда долларов.	4417
1638	0	Эквадор отозвал посла в Перу после драки в супермаркете.	Эквадор уволил своего посла в Перу после драки в очереди.	1745
1161	0	Министр бюджета Франции отправлен в отставку.	С министром бюджета Франции свели счеты.	1128
6227	0	"У метро ""Пражская"" в Москве задержаны около 200 националистов."	У метро «Пражская» в Москве начались задержания националистов.	3932
2757	0	Папе Римскому подарили Harley-Davidson и кожаную куртку.	Папе Римскому подарили два «Харлея» и кожаную куртку.	2305
7148	0	Корпорация AOL закрыла проект Winamp.	Владельцы Winamp решили закрыть проект.	4418
5592	0	Мосгорсуд рассмотрел дело о подготовке к покушению на Владимира Путина.	Покушение на Владимира Путина дошло до суда и в России.	3659
436	0	Министра образования Германии лишили ученой степени за плагиат.	Министра образования Германии лишили ученой степени.	595
1719	0	Экс-чиновники Минобороны нанесли миллиардный ущерб государству.	Бывших чиновников Минобороны заподозрили в нанесении ущерба на миллиард рублей.	1809
2925	1	В Израиле временно закрыли аэропорт Эйлата.	Израиль закрыл аэропорт в Эйлате.	3190
145	1	Напротив Кремля разместили экстремистский баннер.	Напротив Кремля вывесили экстремистский баннер.	149
3446	0	ФСИН: По экономической амнистии освобождены 26 человек.	По экономической амнистии за месяц освободились 29 человек.	2731
7122	0	Сеть универмагов Galeries Lafayette подыскивает себе место в Москве.	Galeries Lafayette решила открыть магазин в Москве.	4409
6658	0	США вели с Ираном секретные переговоры по ядерной проблеме.	США признались в тайных переговорах с Ираном.	4195
1614	1	Главе правления Росбанка грозит до семи лет.	Топ-менеджеру «Росбанка» грозит до семи лет колонии.	1750
2776	0	В центре Москвы произошла массовая драка: есть раненые.	В центре Москвы произошла массовая драка.	2330
2009	0	"Антенна ""Прогресса"", запущенного в апреле, не раскрылась из-за клея."	Навигационная антенна «Прогресса» не раскрылась из-за клея.	1925
178	0	Волосожар и Траньков лидируют после короткой программы на ЧЕ.	Волосожар и Траньков выиграли ЧЕ по фигурному катанию.	343
6956	0	Правозащитники подготовили коллективный иск к Общественной палате.	Правозащитники подадут в суд на Общественную палату.	4360
126	0	В Сочи произошло землетрясение.	В Сочи произошло землетрясение магнитудой 3,8.	238
5803	1	Площадь пожара в офисном здании в Москве увеличилась до 200 кв метров	Площадь пожара в центре Москвы возросла до 200 квадратных метров	23931
4098	0	Суд отпустил на свободу экс-президента Египта Хосни Мубарака.	Суд постановил отпустить Мубарака на свободу.	3032
2845	0	Разочарованный террорист: ФСБ сдался дублер домодедовского смертника.	У домодедовского смертника нашелся дублер.	2417
2769	0	"""Почта России"" пообещала в разы сократить сроки доставки."	«Почта России» сократит сроки доставки вчетверо.	2324
1565	0	Олимпийский комитет Грузии проголосовал за участие в Олимпиаде в Сочи.	Грузия согласилась участвовать в Олимпиаде в Сочи.	1659
1323	1	Прокуроры приостановили деятельность «Левого фронта».	Прокуратура приостановила деятельность «Левого фронта».	1425
3230	1	Siemens увольняет 15 тыс. сотрудников.	Siemens уволит 15 тысяч рабочих.	3515
5404	0	Жертвами серии подрывов машин в Багдаде стали 50 человек.	В Багдаде совершена серия подрывов автомобилей.	3574
2712	0	США убедились в применении химического оружия силами Б.Асада.	США убедились в использовании химического оружия в Сирии.	2285
2142	0	Суд продлил срок задержания активиста ФАР В.Коровина.	Задержание активиста ФАР Коровина продлили на 72 часа.	1975
200	1	Из плена боевиков в Алжире сбежали 30 иностранных заложников.	От исламистов в Алжире сбежали 30 заложников.	205
6706	1	Скончалась балерина Майя Плисецкая	Умерла Майя Плисецкая	24892
3709	0	В Пакистане избрали нового президента.	Премьер Пакистана выберет себе президента.	2904
3159	1	Обвинение просит для убийцы шести человек в офисе пожизненного срока.	Прокурор попросил пожизненный срок для убийцы шести человек в московском офисе.	3441
3494	1	В автобусе под Волгоградом задержали предполагаемого боевика.	В автобусе под Волгоградом задержали предполагаемого террориста.	3801
6117	0	"Ведущий передачи ""Человек и закон"" А.Пиманов покинет Совфед."	Ведущий «Человека и закона» решил уйти из Совета Федерации.	3886
947	0	Гаагский трибунал приговорил двух сербских чиновников к 22 годам тюрьмы.	Трибунал по Югославии посадил двух сербских чиновников на 22 года.	946
4356	0	Лев Дуров госпитализирован с переломом.	Лев Дуров госпитализирован.	3130
234	0	КНДР намекнула на более мощные ядерные испытания.	КНДР пообещала Китаю провести новые ядерные испытания.	421
1834	0	Замначальника угрозыска Петербурга сбил пенсионера и скрылся.	Замначальника угрозыска полиции Петербурга сбил велосипедиста.	1876
5228	0	Леонида Развозжаева удалили из зала суда за пререкания.	Развозжаева удалили из зала суда на слушаниях по продлению ареста.	3539
403	1	Сбербанк отказывается принимать чеки American Express.	Сбербанк откажется от чеков American Express.	418
6478	0	В Нидерландах арестовали мужчину, ограбившего российских дипломатов.	В Нидерландах арестовали подозреваемого в ограблении квартиры российского дипломата.	4029
1405	0	Посетители обстреляли охрану московского ночного клуба.	Нетрезвые посетители обстреляли охрану московского клуба.	1485
1529	0	"Объявлен шорт-лист поэтической премии ""Белла""."	Объявлен шорт-лист «Русской премии».	1564
1415	0	На утонувшем в Неве буксире найдены тела двух членов экипажа.	Обнаружены тела членов экипажа затонувшего в Петербурге буксира.	1489
2826	1	В Египте на месяц ввели чрезвычайное положение.	В Египте ввели чрезвычайное положение.	3088
3574	1	В Петербурге фотограф убил подругу и покончил с собой.	Петербургский фотограф убил подругу и покончил с собой.	3883
6949	1	Более 20 мирных жителей погибли при авиаударах коалиции в Йемене	При авиаударах коалиции в Йемене погиб 21 мирный житель	25170
3116	0	Госдума приняла в первом чтении постановление об амнистии.	Законопроект об экономической амнистии приняли в первом чтении.	2587
1465	0	"""Российский шпион"" в США приговорен к 16 годам тюрьмы."	«Российского шпиона» на Аляске приговорили к 16 годам тюрьмы.	1520
4115	0	"""Беларуськалий"" нашел замену российскому партнеру в Катаре."	Белорусы нашли замену «Уралкалию» в Катаре.	3042
2855	1	США отменили совместные с Египтом учения.	Обама отменил совместные учения с Египтом.	3117
6190	0	"За операцию ""Расплата"" перед судом США предстанут 13 хакеров Anonymous."	Американский суд предъявил обвинения 13 хакерам из Anonymous.	3920
5250	0	В столице Турции обстреляли здание полиции.	В Анкаре обстреляли ракетами здание полиции.	3549
4162	1	Уличенного в алкоголизме мэра Торонто лишили части полномочий.	Уличенного в пьянстве мэра Торонто ограничили в полномочиях.	4503
7185	1	Следственный комитет России заявил о несанкционированном взломе сайта	Следственный комитет сообщил о взломе своего сайта	25439
4103	1	Россиян обязали получать регистрацию в Сочи ради посещения Олимпиады.	Россиян обязали регистрироваться для посещения Олимпиады.	4443
1536	1	С культовым режиссером Алексеем Балабановым простились в Петербурге.	В Петербурге простились с Балабановым.	1666
1645	0	На директора амурского интерната, где избивали детей, завели дело.	На директора интерната завели дело из-за агрессивных воспитанниц.	1749
3234	0	Мосгордума отменила открепительные удостоверения.	В Москве отменили открепительные удостоверения.	2651
1840	0	Землетрясение на Дальнем Востоке потрясло всю Россию.	На Дальнем Востоке произошло мощное землетрясение.	1878
459	1	Россия поставила исторический рекорд по количеству миллиардеров.	Число долларовых миллиардеров в России достигло рекорда.	477
3088	1	Число жертв землетрясения в Пакистане превысило 200 человек.	Количество жертв землетрясения в Пакистане выросло до 327 человек.	3361
5825	0	Полиция поймала двух убийц, вышедших из тюрьмы во Флориде по ошибке.	Отпущенные по ошибке из тюрьмы во Флориде убийцы задержаны.	3830
6628	1	Охлобыстин: слухи о моей смерти сильно преувеличены	Иван Охлобыстин: Слухи о моей смерти сильно преувеличены	24807
55	1	СМИ: Власти просят жителей Крымска вернуть часть компенсаций.	От жителей Крымска потребовали вернуть часть материальной помощи.	57
1103	0	Владельца империи банков-однодневок Матвея Урина посадили на 7,5 года.	Банкира Матвея Урина приговорили к 7,5 годам.	1045
1942	0	ESM перечислил Кипру первый транш финансовой помощи.	Кипру перечислили первый транш многомиллиардного кредита.	1891
4331	0	В Иркутской области пропал вертолет Robinson.	В Иркутской области пропал вертолет Robinson R-44.	3100
4553	1	Банк России приступил к проверке БПФ.	ЦБ начал проверку Банка проектного финансирования.	4927
5822	1	NYT: российские хакеры получили доступ к электронной переписке Обамы	Хакеры из России прочитали переписку Обамы	23952
4794	1	"Рогозин: отставание по строительству ""Восточного"" сокращается"	"Рогозин: Отставание по строительству космодрома ""Восточный"" сокращается"	5198
73	1	Единоросс получил более 90% голосов на выборах мэра Кемерово.	Единорос набрал 90 процентов голосов на выборах мэра Кемерово.	75
4520	0	"Сторонников ""Братьев-мусульман"" подозревают в убийствах и терроризме."	«Братьев-мусульман» заподозрили в убийствах и терроризме.	3209
3614	0	"""Почта России"" готовится получить банковскую лицензию."	«Почта России» станет банком.	2802
6935	1	Обыски по делу о контрабанде культурных ценностей идут в Третьяковке	В Третьяковке прошли обыски по делу о контрабанде культурных ценностей	25153
90	1	Хиллари Клинтон возвращается к работе после болезни.	Хиллари Клинтон вернулась на работу.	92
528	0	Семеро французских заложников, похищенных в Камеруне, освобождены.	Похищенные в Камеруне французы освобождены.	680
2604	0	«Отец» спотового рынка нефти скончался в Швейцарии.	В Швейцарии умер бежавший из США основатель спотового рынка нефти.	2254
4822	0	Число жертв штормовых ливней в Мексике достигло 80 человек.	Число жертв наводнений в Мексике возросло до 80 человек.	3430
4499	0	В вагоне нью-йоркского метро обнаружили мертвую акулу.	В нью-йоркском метро обнаружили мертвую акулу.	3199
6221	0	Опубликован список погибших в волгоградском теракте.	Опубликован список погибших при взрыве в Волгограде.	3927
2311	1	Россия взяла первое золото на Универсиаде.	Россия получила первое золото на Универсиаде.	2517
5601	1	Террорист, готовивший теракты в Москве, приговорен к 17 годам	Подозреваемый в подготовке теракта в Москве получил 17 лет заключения	7293
64	1	Премьер Эфиопии возглавил Африканский союз.	Премьер-министр Эфиопии возглавил Африканский союз.	66
1470	1	В Бельгии разбился автобус с детьми из России.	Автобус с российскими детьми попал в ДТП в Бельгии.	1593
4535	0	"Екатерина Конева выиграла ""серебро"" в тройном прыжке."	Екатерина Конева прыгнула на серебро.	3262
2402	0	"Общественная коллегия не нашла оскорблений в статье ""МК""."	В статье «МК» о политических проститутках не нашли оскорблений.	2170
1640	1	Задержана мать младенцев, тела которых нашли в морозилке.	Задержана мать найденных в морозильной камере младенцев.	1779
6401	1	Бывшая жена Потанина потребовала 50% акций «Норникеля» и «Интерроса»	Бывшая жена Потанина заявила о претензиях на половину «Норникеля» и «Интерроса»	24566
6596	1	Полиция предотвратила теракт в Германии	Полиция Германии: предотвращен возможный теракт во Франкфурте	24770
3576	0	"Папу Римского ""приветствовали"" в Бразилии заложенной в церкви бомбой."	В бразильской церкви перед визитом папы Римского обнаружили бомбу.	2796
6938	1	В ЕП одобрили проект резолюции об ужесточении санкции против России	Комитет Европарламента одобрил резолюцию об ужесточении антироссийских санкций	25156
6612	1	Восемь человек убиты в ходе столкновения в Мексике	Перестрелка в Мексике унесла жизни восьми человек	24788
756	1	В ЦАР лидер повстанцев объявил себя президентом.	Лидер повстанцев провозгласил себя президентом ЦАР.	794
1963	1	У берегов Австралии потерпело крушение судно с беженцами.	У берегов Австралии затонуло судно с беженцами.	2138
1747	1	Умер режиссер Алексей Балабанов.	Умер Алексей Балабанов.	1900
2774	0	"Депутат Госдумы продал акций ""Уралкалия"" на 1,275 млрд долл."	Депутат Госдумы продаст активы на 1,3 миллиарда долларов.	2325
6227	1	В ходе беспорядков в Балтиморе пострадали 15 полицейских	Число пострадавших полицейских в Балтиморе выросло до 15	24385
5625	1	"Защита Савченко будет просить о суде присяжных: ""доверяем только ему"""	Украинская летчица Савченко попросит суда присяжных	7341
2990	1	В Подмосковье откроют памятник Зое Космодемьянской.	В Рузе открыли памятник Зое Космодемьянской работы Церетели.	3260
3115	1	В Бурятии без света остались более 40 тыс. человек.	Более 40 тысяч жителей Бурятии остались без света.	3391
5904	0	В Таиланде перевернулся автобус с туристами из РФ: один человек погиб.	В Таиланде перевернулся автобус с россиянами.	3855
116	1	"Литва заморозила счета российских чиновников из ""списка Магнитского""."	Литва заморозила связанные с делом Магнитского счета.	119
2437	1	В Сомали взорвали посольство Турции.	В Сомали взорвали турецкое посольство.	2659
5856	1	Власти Перу уничтожили рекордные 9,6 тысяч гектаров плантаций коки	В Перу уничтожили рекордные площади плантаций коки	23990
2704	0	Приговор студентке, стрелявшей в метро, признан законным.	Мосгорсуд оставил в силе приговор стрелявшей в метро студентке.	2283
2186	1	Херсонес внесли в список Всемирного наследия ЮНЕСКО.	Херсонес внесли в список наследия ЮНЕСКО.	2389
6610	1	В Филадельфии произошли столкновения демонстрантов с полицией	В Филадельфии произошли столкновения с полицией	24786
6952	1	СМИ сообщили о новом деле по факту хищений в Мособлбанке на 70 млрд руб.	МВД возбудило дело о хищении 70 миллиардов рублей из Мособлбанка	25174
4842	0	Турция предпочла китайские копии российских С-300.	Турция предпочла китайские зенитные комплексы российским.	3445
5010	0	Число погибших при пожаре в новгородском интернате выросло до 37.	Число погибших в новгородском интернате выросло до 13.	3473
928	0	"Главред ""МК"" П.Гусев выиграл заочное сражение с Госдумой."	Гусева единогласно переизбрали главой Союза журналистов Москвы.	923
4336	1	Участница Pussy Riot Мария Алехина вышла на свободу.	Мария Алехина вышла на свободу.	4688
6201	0	В Каире пятничная молитва завершилась перестрелкой с полицией.	В Каире началась перестрелка сторонников Мурси с полицией.	3922
6325	1	Минюст лишил регистрации партию Навального	Минюст лишил партию Навального регистрации	24489
4098	1	Следствие отказалось от сделки с Сергеем Полонским.	Полонскому отказали в сделке со следствием.	4437
6487	1	СМИ: из-за непогашенных долгов 700 тыс россиян являются невыездными	Из-за долгов 700 тысяч россиян стали невыездными	24660
3864	0	"Главу ""Уралкалия"" задержали сразу после встречи с премьером Белоруссии."	В Белоруссии задержали гендиректора «Уралкалия».	2934
6638	0	В вузах Петербурга появятся люди, ответственные за идеологию.	В вузах Петербурга вводят должность ответственного за идеологию.	4174
2127	0	В Махачкале произошел двойной теракт, есть погибшие.	В Махачкале совершен двойной теракт.	1967
6229	0	Госдума разрешила взыскивать ущерб с родственников террористов.	Депутаты разрешили взыскивать ущерб с родственников террористов.	3934
1356	0	Во Франции рухнул жилой дом, есть жертвы.	Обрушение дома во Франции привело к человеческим жертвам.	1440
5657	1	ВИДЕО: украинская спортсменка вышла к пьедесталу почета с флагом ДНР	Украинская спортсменка вышла на церемонию награждения с флагом ДНР	23771
3665	0	Автомобильные номера получат новые коды регионов.	МВД ввело новые коды регионов для автономеров.	2854
2900	1	В Грозном совершил аварийную посадку самолет с детьми.	В Грозном аварийно приземлился самолет с детьми.	3163
5185	0	В России появится агентство по привлечению инвестиций в регионы.	Медведев велел создать агентство по привлечению инвестиций в регионы.	3504
4718	1	Бывший солист Большого театра пропал на Кипре	На Кипре пропал бывший солист Большого театра.	5101
3174	1	США закрыли свое воздушное пространство для президента Венесуэлы.	США закрыли воздушное пространство для самолета президента Венесуэлы.	3457
268	0	Венесуэла проведет девальвацию.	Венесуэла провела девальвацию национальной валюты.	455
6610	0	ЦБ ужесточит требования к владельцам платежных терминалов.	Банк России забирает себе терминалы.	4145
3221	0	"Газпром хочет строить ""Южный поток"" на пенсионные деньги."	«Газпром» займет средства пенсионеров для строительства «Южного потока».	2638
1718	1	Власти Латвии запретили называть деревню в честь В.Путина.	В Латвии запретили называть деревню в честь Путина.	1869
161	1	"В Греции скончался последний член хунты ""черных полковников""."	В Греции умер последний «черный полковник».	165
5291	0	Новую Москву залило клеем: более 20 участков оказались под липкой массой.	Десяток участков в «новой Москве» залило клеем.	3557
6624	1	"МИД РФ хочет объяснений из-за отказа во въезде ""Русским мотоциклистам"""	"МИД РФ: ФРГ должен объяснить отказ во въезде ""Русских мотоциклистов"""	24802
4348	0	Израильские ВВС нанесли ответный удар по Ливану.	Израильские ВВС нанесли удар по Ливану.	3124
4136	1	В Таиланде в результате ДТП погибла россиянка.	В Таиланде в крупном ДТП погибла россиянка.	4477
7071	1	Впервые в истории боевые корабли ВМС Китая войдут в Новороссийск	Китайские боевые корабли впервые придут в Новороссийск	25305
619	0	Кипр попросит о помощи главу РПЦ.	Кипр попросит Россию о финансовой помощи.	779
6485	0	В Африке российский полицейский спас ребенка от жертвоприношения.	Российский полицейский спас ребенка от жертвоприношения в Либерии.	4031
5404	1	Биржевой курс доллара опустился ниже 53 руб.	Курс доллара упал ниже 53 рублей	7040
408	1	"Закон о ""резиновых квартирах"" принят депутатами в первом чтении."	Госдума приняла в первом чтении закон о «резиновых квартирах».	423
3313	1	Операция в ТЦ в Найроби завершена.	Операция в торговом центре в Найроби завершилась.	3605
1138	1	"Nike изымает из продажи в США футболки ""Бостонская резня""."	Nike отозвала из продажи футболки с «Бостонской резней».	1207
23	1	Morgan Stanley взял на работу бывшего зампреда Банка России.	Бывший глава ФСФР нашел работу в Morgan Stanley.	24
4344	1	В Туркмении в честь Дня нейтралитета помиловали 630 человек.	Бердымухамедов помиловал 630 человек ко Дню нейтралитета.	4696
3614	1	Убийца ректора петербургского вуза приговорен к 13 годам тюрьмы.	Убийце ректора вуза в Санкт-Петербурге дали 13 лет.	3924
3111	1	Российская делегация покинула заседание ООН во время речи М.Саакашвили.	Делегация России покинула зал ООН во время выступления Саакашвили.	3386
4115	1	Подмосковные города Королев и Юбилейный объединят.	Города Королев и Юбилейный объединят.	4455
1573	1	На Витаса завели уголовное дело.	На певца Витаса завели уголовное дело.	1707
500	1	Депутат от КПРФ попросил снять с него неприкосновенность.	Коммунист попросил снять с него неприкосновенность.	521
454	1	Адвокат заявил об избиении свидетеля по делу Ю.Буданова.	Защита обвиняемого в убийстве Буданова заявила об избиении свидетеля.	471
1617	0	Писатель-гомофоб застрелился в соборе Парижской Богоматери.	Неизвестный мужчина застрелился у алтаря собора Парижской Богоматери.	1715
1533	1	В Саудовской Аравии построят станцию метро из золота.	В метро Эр-Рияда появится станция из золота.	1662
1635	1	В Тульской области прошел смерч.	По городу в Тульской области прошел смерч.	1774
6705	0	В аэропорту Казани отменено или отложено более 50 рейсов.	В казанском аэропорту отменили 53 рейса.	4225
5658	1	СК: четвертого подозреваемого задержали по делу об убийствах бродяг	В Москве задержан четвертый фигурант дела об убийствах бомжей	23772
6638	1	Полицейским Балтимора предъявят обвинения в убийстве Фредди Грея	Полицейских Балтимора обвинили в убийстве Фредди Грея	24818
2855	0	РПР-ПАРНАС выдвинула Навального в мэры Москвы.	КС оппозиции решил поддержать Навального на выборах мэра Москвы.	2440
5428	1	Порошенко заявил о желании провести референдум о присоединении к НАТО	Порошенко анонсировал всенародный референдум о присоединении к НАТО	7082
6542	0	Регионы получат новые полномочия.	Федеральные полномочия складывают в регионы.	4071
37	0	Марокканские бедуины нашли в Сахаре уникальный марсианский метеорит.	В Сахаре обнаружен рекордно влажный марсианский метеорит.	46
934	0	Мосгордума повысила штрафы для въезжающих в Москву грузовиков.	Мосгордума разрешила увеличить штрафы для грузовиков.	928
6540	0	Россия вооружит Киргизию на миллиард долларов.	Россия вооружит Киргизию и Таджикистан.	4067
562	0	В Якутии произошло мощное землетрясение.	В Якутии произошло землетрясение магнитудой 6,9.	697
574	0	В московском ресторане устроили пальбу: ранен один человек.	В московском ресторане произошла стрельба.	704
5011	1	Американские десантники прибыли на Украину 	На Украину прибыли американские десантники	6266
1633	0	"Фигурант дела ""Оборонсервиса"" содержал подругу на деньги Минобороны."	Фигуранта дела «Оборонсервиса» обвинят в растрате денег на подругу.	1731
5965	0	На Кубани раскрыто убийство священника.	Предполагаемый убийца священника на Кубани арестован.	3864
3478	0	В Исландии произошла авария с участием Sukhoi Superjet 100.	В Исландии Sukhoi Superjet приземлился без шасси.	2749
3011	0	Выборы мэра Москвы покажут на весь мир.	Выборы мэра Москвы покажут в Сети.	2557
3230	0	В Петербурге задержан генеральный директор ГИПХа.	В Петербурге задержали директора РНЦ «Прикладная химия».	2648
1134	1	В Белоруссии разместят базу российских истребителей.	В Белоруссии разместится база российских истребителей.	1202
1495	1	В московском метро появится свой телеканал.	Московское метро запускает собственный телеканал.	1621
6936	0	Следствие по делу, касающемуся А.Сердюкова, продлили до 2014г.	По делу Сердюкова продлили срок следствия.	4339
1220	0	"Движение ""Аэроэкспрессов"" в Домодедово ограничено до вечера."	Движение «Аэроэкспрессов» в «Домодедово» временно приостановлено.	1237
3656	1	У актрисы Холли Берри родился сын.	У Холли Берри родился мальчик.	3966
3645	0	Следователь ОМВД Печатники покончил с собой.	В Москве совершил самоубийство следователь ОМВД Печатники.	2818
1832	0	"Роскомнадзор внес ""ВКонтакте"" в список запрещенных сайтов."	«ВКонтакте» попал в реестр запрещенных сайтов.	1874
7147	1	Тысячи людей покинули свои дома из-за наводнения в Танзании	Тысячи жителей Танзании эвакуированы из-за наводнения	25389
6090	1	В Канаде найдена древняя тропа динозавров	В Канаде обнаружили тропу динозавров	24238
146	0	По факту смерти призывников от пневмонии завели дело.	По факту смерти солдат от пневмонии возбудили дело.	275
5681	0	Высший арбитражный суд остался без работников.	Семь судей Высшего арбитражного суда ушли в отставку.	3751
175	1	СМИ: Взрыв в Тель-Авиве - попытка ликвидации криминального авторитета.	"Взрыв в Тель-Авиве был покушением на криминального ""авторитета""."	179
7061	1	Боксер Мэнни Пакьяо успешно перенес операцию на травмированном плече	Пакьяо успешно перенес операцию на травмированном плече	25295
6804	0	Один из черных ящиков разбившегося в Казани Boeing оказался пустым.	«Черный ящик» разбившегося «Боинга» оказался пустым.	4290
111	0	Южная Корея запустила первую в своей истории ракету со спутником.	Южная Корея впервые успешно запустила ракету в космос.	215
3318	1	По факту крушения Су-25 на Кубани возбуждено уголовное дело.	По факту крушения Су-25 завели уголовное дело.	3610
3165	0	Госдума приняла в первом чтении постановление об амнистии.	Госдума объявила экономическую амнистию.	2607
770	0	США не предъявят обвинений усыновителям Максима Кузьмина.	Власти Техаса отказались предъявлять обвинения приемным родителям Максима Кузьмина.	831
110	1	Мужчина и женщина скончались в результате стрельбы в колледже Кентукки.	В результате стрельбы в колледже в Кентукки погибли два человека.	113
3568	0	Машинист поезда в Испании в момент аварии говорил по телефону.	Перед крушением поезда в Испании машинист говорил по телефону.	2787
6534	1	Роспотребнадзор: радиационный фон в РФ после пожара возле ЧАЭС в норме	Роспотребнадор: Радиационный фон в РФ после пожара в зоне ЧАЭС в норме	24707
771	0	В Шереметьево в багаже пассажира нашли 26 тыс. бриллиантов.	В «Шереметьево» изъяли 26 тысяч бриллиантов.	832
4748	0	Мигрантов в Москве обяжут проходить медкомиссию.	Мигрантов обяжут проходить медкомиссию при оформлении на работу.	3388
2361	0	"Студия ""СОЮЗ"" решила отсудить у ""ВКонтакте"" 4,5 млн руб. за пиратство."	Студия «Союз» потребовала от «ВКонтакте» 4,5 миллиона рублей.	2151
926	0	Задержан подозреваемый в покушении на балетмейстера С.Филина.	Задержан подозреваемый в покушении на худрука балета Большого театра.	917
6286	1	Первый русский мэр Риги заявил о желании стать премьером Латвии	Мэр Риги Нил Ушаков заявил о готовности стать премьером Латвии	24448
247	1	Казахстанца посадили за неприличный жест в адрес VIP-кортежа.	Казахстанца арестовали за непристойный жест в сторону VIP-кортежа.	253
6284	0	"Базу ""Аш-Шабаб"" в Сомали атаковал таинственный спецназ."	Иностранный спецназ атаковал базу исламистов в Сомали.	3958
4521	1	Известный рэпер задержан в Москве за разбойное нападение.	Рэпер Рома Жиган задержан в Москве по подозрению в разбое.	4892
